case_id,block_id,role,control_id,topology_profile,workload_profile,routing_type,selector,candidate_width,traffic_seed_kind,traffic_seed,flow_size_bytes,flow_count,path_delay,path_rate_ratio,interarrival_gap_ns,active_ingress_count,transport,observability,run_status,task_count,completed_task_count,mean_task_duration_us,p50_task_duration_us,p95_task_duration_us,p99_task_duration_us,aggregate_task_goodput_gbps,branch_packet_counts,branch_byte_counts,branch_total_bytes,unique_branch_ports,path_jain,path_cv,max_path_share,last_path_share,detour_share,slow_path_share,queue_max_bytes,queue_tw_mean_max_bytes,slow_path_queue_max_bytes,slow_path_queue_tw_mean_bytes,packet_records,psn_adjacent_inversions,psn_inversions_per_1000,per_flow_affinity_violations,analysis_status,analysis_note,p95_delta_vs_control_pct,goodput_delta_vs_control_pct,jain_delta_vs_control,comparison_cell,pareto
i-n8-s29-hash64,ingress-entropy,control,i-n8-s29-hash64,clos-ingress,ingress-entropy,PER_FLOW_SHORTEST_PATHS,HASH64,8,pairing_seed,29,262144,64,20ns,1.0,0,8,RTP,balanced,success,64,64,168.163467,155.02446,300.1433,321.56874,417.384252,"{""8"": 576, ""9"": 640, ""10"": 512, ""11"": 960, ""12"": 256, ""13"": 448, ""14"": 256, ""15"": 448}","{""8"": 2404224, ""9"": 2671360, ""10"": 2137088, ""11"": 4007040, ""12"": 1068544, ""13"": 1869952, ""14"": 1068544, ""15"": 1869952}",17096704,8,0.853333,0.414578,0.234375,0.109375,0.859375,0.140625,2434434,1451986.549826,1365456,834007.9676,,,,,matched,Hash control completed with path evidence.,0.0,0.0,0.0,n8|s29,False
i-n8-s29-stripe,ingress-entropy,treatment,i-n8-s29-hash64,clos-ingress,ingress-entropy,PER_FLOW_SHORTEST_PATHS,INGRESS_PORT_STRIPE,8,pairing_seed,29,262144,64,20ns,1.0,0,8,RTP,balanced,success,64,64,146.079899,150.66862,171.79898,171.81386,781.181029,"{""8"": 512, ""9"": 512, ""10"": 512, ""11"": 512, ""12"": 512, ""13"": 512, ""14"": 512, ""15"": 512}","{""8"": 2137088, ""9"": 2137088, ""10"": 2137088, ""11"": 2137088, ""12"": 2137088, ""13"": 2137088, ""14"": 2137088, ""15"": 2137088}",17096704,8,1.0,0.0,0.125,0.125,0.875,0.125,981634,655062.949829,981634,655044.190767,,,,,matched,Stripe path cardinality is bounded by active ingress cardinality.,-42.761014,87.161117,0.146667,n8|s29,True
i-n8-s47-hash64,ingress-entropy,control,i-n8-s47-hash64,clos-ingress,ingress-entropy,PER_FLOW_SHORTEST_PATHS,HASH64,8,pairing_seed,47,262144,64,20ns,1.0,0,8,RTP,balanced,success,64,64,157.088209,150.40826,267.73322,278.75258,481.494119,"{""8"": 512, ""9"": 832, ""10"": 576, ""11"": 512, ""12"": 640, ""13"": 448, ""14"": 192, ""15"": 384}","{""8"": 2137088, ""9"": 3472768, ""10"": 2404224, ""11"": 2137088, ""12"": 2671360, ""13"": 1869952, ""14"": 801408, ""15"": 1602816}",17096704,8,0.895105,0.342327,0.203125,0.09375,0.875,0.125,2025258,1287804.067377,931236,558233.421827,,,,,matched,Hash control completed with path evidence.,0.0,0.0,0.0,n8|s47,False
i-n8-s47-stripe,ingress-entropy,treatment,i-n8-s47-hash64,clos-ingress,ingress-entropy,PER_FLOW_SHORTEST_PATHS,INGRESS_PORT_STRIPE,8,pairing_seed,47,262144,64,20ns,1.0,0,8,RTP,balanced,success,64,64,148.316224,150.41818,171.73038,171.8151,781.175391,"{""8"": 512, ""9"": 512, ""10"": 512, ""11"": 512, ""12"": 512, ""13"": 512, ""14"": 512, ""15"": 512}","{""8"": 2137088, ""9"": 2137088, ""10"": 2137088, ""11"": 2137088, ""12"": 2137088, ""13"": 2137088, ""14"": 2137088, ""15"": 2137088}",17096704,8,1.0,0.0,0.125,0.125,0.875,0.125,981758,655069.488279,981510,654101.53789,,,,,matched,Stripe path cardinality is bounded by active ingress cardinality.,-35.85765,62.239861,0.104895,n8|s47,True
p-neutral-long-flow-short,path-scope-region,control,p-neutral-long-flow-short,micro-scope-neutral,single-long,PER_FLOW_SHORTEST_PATHS,HASH64,3,none,0,8388608,1,20ns,1.0,0,0,RTP,detailed,success,1,1,171.419954,171.419954,171.419954,171.419954,391.488053,"{""1"": 2048, ""2"": 0, ""3"": 0}","{""1"": 8548352, ""2"": 0, ""3"": 0}",8548352,1,0.333333,1.414214,1.0,0.0,0.0,1.0,969298,836938.794313,969298,836938.794313,2176,0,0.0,0,matched,Shortest-only route scope was checked from branch-port bytes.,0.0,0.0,0.0,micro-scope-neutral|single-long,False
p-neutral-long-flow-all,path-scope-region,treatment,p-neutral-long-flow-short,micro-scope-neutral,single-long,PER_FLOW_ALL_PATHS,HASH64,3,none,0,8388608,1,20ns,1.0,0,0,RTP,detailed,success,1,1,171.278594,171.278594,171.278594,171.278594,391.811157,"{""1"": 0, ""2"": 2048, ""3"": 0}","{""1"": 0, ""2"": 8548352, ""3"": 0}",8548352,1,0.333333,1.414214,1.0,0.0,1.0,0.0,968368,840007.71144,124,123.94235,2176,0,0.0,0,matched,A single per-flow hash may choose any one candidate from the all-path set.,-0.082464,0.082532,0.0,micro-scope-neutral|single-long,True
p-neutral-long-packet-short,path-scope-region,control,p-neutral-long-packet-short,micro-scope-neutral,single-long,PER_PACKET_SHORTEST_PATHS,HASH64,3,none,0,8388608,1,20ns,1.0,0,0,RTP,detailed,success,1,1,171.419954,171.419954,171.419954,171.419954,391.488053,"{""1"": 2048, ""2"": 0, ""3"": 0}","{""1"": 8548352, ""2"": 0, ""3"": 0}",8548352,1,0.333333,1.414214,1.0,0.0,0.0,1.0,969298,836938.794313,969298,836938.794313,2176,0,0.0,0,matched,Shortest-only route scope was checked from branch-port bytes.,0.0,0.0,0.0,micro-scope-neutral|single-long,False
p-neutral-long-packet-all,path-scope-region,treatment,p-neutral-long-packet-short,micro-scope-neutral,single-long,PER_PACKET_ALL_PATHS,HASH64,3,none,0,8388608,1,20ns,1.0,0,0,RTP,detailed,success,1,1,59.980204,59.980204,59.980204,59.980204,1118.850213,"{""1"": 678, ""2"": 682, ""3"": 688}","{""1"": 2829972, ""2"": 2846668, ""3"": 2871712}",8548352,3,0.999964,0.00602,0.335938,0.335938,0.668945,0.331055,133816,65705.036938,133816,65705.036938,2176,1025,471.047794,1,matched,All-path treatment was checked for actual detour use.,-65.009789,185.794216,0.66663,micro-scope-neutral|single-long,True
p-neutral-many-flow-short,path-scope-region,control,p-neutral-many-flow-short,micro-scope-neutral,many-medium,PER_FLOW_SHORTEST_PATHS,HASH64,3,none,0,262144,32,20ns,1.0,0,0,RTP,detailed,success,32,32,150.697253,150.029234,170.081794,171.419954,391.488053,"{""1"": 2048, ""2"": 0, ""3"": 0}","{""1"": 8548352, ""2"": 0, ""3"": 0}",8548352,1,0.333333,1.414214,1.0,0.0,0.0,1.0,969298,836938.794313,969298,836938.794313,2176,0,0.0,0,matched,Shortest-only route scope was checked from branch-port bytes.,0.0,0.0,0.0,micro-scope-neutral|many-medium,False
p-neutral-many-flow-all,path-scope-region,treatment,p-neutral-many-flow-short,micro-scope-neutral,many-medium,PER_FLOW_ALL_PATHS,HASH64,3,none,0,262144,32,20ns,1.0,0,0,RTP,detailed,success,32,32,150.575585,149.907714,169.942914,171.278594,391.811157,"{""1"": 0, ""2"": 2048, ""3"": 0}","{""1"": 0, ""2"": 8548352, ""3"": 0}",8548352,1,0.333333,1.414214,1.0,0.0,1.0,0.0,968368,840007.71144,124,123.94235,2176,0,0.0,0,matched,All-path treatment was checked for actual detour use.,-0.081655,0.082532,0.0,micro-scope-neutral|many-medium,True
p-neutral-many-packet-short,path-scope-region,control,p-neutral-many-packet-short,micro-scope-neutral,many-medium,PER_PACKET_SHORTEST_PATHS,HASH64,3,none,0,262144,32,20ns,1.0,0,0,RTP,detailed,success,32,32,150.697253,150.029234,170.081794,171.419954,391.488053,"{""1"": 2048, ""2"": 0, ""3"": 0}","{""1"": 8548352, ""2"": 0, ""3"": 0}",8548352,1,0.333333,1.414214,1.0,0.0,0.0,1.0,969298,836938.794313,969298,836938.794313,2176,0,0.0,0,matched,Shortest-only route scope was checked from branch-port bytes.,0.0,0.0,0.0,micro-scope-neutral|many-medium,False
p-neutral-many-packet-all,path-scope-region,treatment,p-neutral-many-packet-short,micro-scope-neutral,many-medium,PER_PACKET_ALL_PATHS,HASH64,3,none,0,262144,32,20ns,1.0,0,0,RTP,detailed,success,32,32,52.870925,52.672466,59.561564,59.980204,1118.850213,"{""1"": 678, ""2"": 682, ""3"": 688}","{""1"": 2829972, ""2"": 2846668, ""3"": 2871712}",8548352,3,0.999964,0.00602,0.335938,0.335938,0.668945,0.331055,133816,65705.036938,133816,65705.036938,2176,415,190.716912,32,matched,All-path treatment was checked for actual detour use.,-64.980635,185.794216,0.66663,micro-scope-neutral|many-medium,True
p-capacity-long-flow-short,path-scope-region,control,p-capacity-long-flow-short,micro-scope-capacity,single-long,PER_FLOW_SHORTEST_PATHS,HASH64,3,none,0,8388608,1,20ns,1.0,0,0,RTP,detailed,success,1,1,685.009354,685.009354,685.009354,685.009354,97.967807,"{""1"": 2048, ""2"": 0, ""3"": 0}","{""1"": 8548352, ""2"": 0, ""3"": 0}",8548352,1,0.333333,1.414214,1.0,0.0,0.0,1.0,1002690,875636.776716,1002690,875636.776716,2176,0,0.0,0,matched,Shortest-only route scope was checked from branch-port bytes.,0.0,0.0,0.0,micro-scope-capacity|single-long,False
p-capacity-long-flow-all,path-scope-region,treatment,p-capacity-long-flow-short,micro-scope-capacity,single-long,PER_FLOW_ALL_PATHS,HASH64,3,none,0,8388608,1,20ns,1.0,0,0,RTP,detailed,success,1,1,171.279388,171.279388,171.279388,171.279388,391.80934,"{""1"": 0, ""2"": 2048, ""3"": 0}","{""1"": 0, ""2"": 8548352, ""3"": 0}",8548352,1,0.333333,1.414214,1.0,0.0,1.0,0.0,968368,839978.170211,124,123.944045,2176,0,0.0,0,matched,A single per-flow hash may choose any one candidate from the all-path set.,-74.996051,299.93683,0.0,micro-scope-capacity|single-long,True
p-capacity-long-packet-short,path-scope-region,control,p-capacity-long-packet-short,micro-scope-capacity,single-long,PER_PACKET_SHORTEST_PATHS,HASH64,3,none,0,8388608,1,20ns,1.0,0,0,RTP,detailed,success,1,1,685.009354,685.009354,685.009354,685.009354,97.967807,"{""1"": 2048, ""2"": 0, ""3"": 0}","{""1"": 8548352, ""2"": 0, ""3"": 0}",8548352,1,0.333333,1.414214,1.0,0.0,0.0,1.0,1002690,875636.776716,1002690,875636.776716,2176,0,0.0,0,matched,Shortest-only route scope was checked from branch-port bytes.,0.0,0.0,0.0,micro-scope-capacity|single-long,False
p-capacity-long-packet-all,path-scope-region,treatment,p-capacity-long-packet-short,micro-scope-capacity,single-long,PER_PACKET_ALL_PATHS,HASH64,3,none,0,8388608,1,20ns,1.0,0,0,RTP,detailed,success,1,1,227.362608,227.362608,227.362608,227.362608,295.162272,"{""1"": 678, ""2"": 682, ""3"": 688}","{""1"": 2829972, ""2"": 2846668, ""3"": 2871712}",8548352,3,0.999964,0.00602,0.335938,0.335938,0.668945,0.331055,919644,685748.773418,919644,685748.773418,2176,672,308.823529,1,matched,All-path treatment was checked for actual detour use.,-66.808832,201.284965,0.66663,micro-scope-capacity|single-long,False
p-capacity-many-flow-short,path-scope-region,control,p-capacity-many-flow-short,micro-scope-capacity,many-medium,PER_FLOW_SHORTEST_PATHS,HASH64,3,none,0,262144,32,20ns,1.0,0,0,RTP,detailed,success,32,32,602.117741,599.446474,679.656714,685.009354,97.967807,"{""1"": 2048, ""2"": 0, ""3"": 0}","{""1"": 8548352, ""2"": 0, ""3"": 0}",8548352,1,0.333333,1.414214,1.0,0.0,0.0,1.0,1002690,875636.776716,1002690,875636.776716,2176,0,0.0,0,matched,Shortest-only route scope was checked from branch-port bytes.,0.0,0.0,0.0,micro-scope-capacity|many-medium,False
p-capacity-many-flow-all,path-scope-region,treatment,p-capacity-many-flow-short,micro-scope-capacity,many-medium,PER_FLOW_ALL_PATHS,HASH64,3,none,0,262144,32,20ns,1.0,0,0,RTP,detailed,success,32,32,150.576379,149.908508,169.943708,171.279388,391.80934,"{""1"": 0, ""2"": 2048, ""3"": 0}","{""1"": 0, ""2"": 8548352, ""3"": 0}",8548352,1,0.333333,1.414214,1.0,0.0,1.0,0.0,968368,839978.170211,124,123.944045,2176,0,0.0,0,matched,All-path treatment was checked for actual detour use.,-74.995655,299.93683,0.0,micro-scope-capacity|many-medium,True
p-capacity-many-packet-short,path-scope-region,control,p-capacity-many-packet-short,micro-scope-capacity,many-medium,PER_PACKET_SHORTEST_PATHS,HASH64,3,none,0,262144,32,20ns,1.0,0,0,RTP,detailed,success,32,32,602.117741,599.446474,679.656714,685.009354,97.967807,"{""1"": 2048, ""2"": 0, ""3"": 0}","{""1"": 8548352, ""2"": 0, ""3"": 0}",8548352,1,0.333333,1.414214,1.0,0.0,0.0,1.0,1002690,875636.776716,1002690,875636.776716,2176,0,0.0,0,matched,Shortest-only route scope was checked from branch-port bytes.,0.0,0.0,0.0,micro-scope-capacity|many-medium,False
p-capacity-many-packet-all,path-scope-region,treatment,p-capacity-many-packet-short,micro-scope-capacity,many-medium,PER_PACKET_ALL_PATHS,HASH64,3,none,0,262144,32,20ns,1.0,0,0,RTP,detailed,success,32,32,198.803903,197.936848,225.703282,227.362608,295.162272,"{""1"": 678, ""2"": 682, ""3"": 688}","{""1"": 2829972, ""2"": 2846668, ""3"": 2871712}",8548352,3,0.999964,0.00602,0.335938,0.335938,0.668945,0.331055,919644,685748.773418,919644,685748.773418,2176,353,162.224265,32,matched,All-path treatment was checked for actual detour use.,-66.791576,201.284965,0.66663,micro-scope-capacity|many-medium,False
p-latency-long-flow-short,path-scope-region,control,p-latency-long-flow-short,micro-scope-latency,single-long,PER_FLOW_SHORTEST_PATHS,HASH64,3,none,0,8388608,1,20ns,1.0,0,0,RTP,detailed,success,1,1,171.419954,171.419954,171.419954,171.419954,391.488053,"{""1"": 2048, ""2"": 0, ""3"": 0}","{""1"": 8548352, ""2"": 0, ""3"": 0}",8548352,1,0.333333,1.414214,1.0,0.0,0.0,1.0,969298,836938.794313,969298,836938.794313,2176,0,0.0,0,matched,Shortest-only route scope was checked from branch-port bytes.,0.0,0.0,0.0,micro-scope-latency|single-long,True
p-latency-long-flow-all,path-scope-region,treatment,p-latency-long-flow-short,micro-scope-latency,single-long,PER_FLOW_ALL_PATHS,HASH64,3,none,0,8388608,1,20ns,1.0,0,0,RTP,detailed,success,1,1,435.324348,435.324348,435.324348,435.324348,154.158306,"{""1"": 0, ""2"": 2048, ""3"": 0}","{""1"": 0, ""2"": 8548352, ""3"": 0}",8548352,1,0.333333,1.414214,1.0,0.0,1.0,0.0,1014282,876964.873835,142,123.977617,2176,0,0.0,0,matched,A single per-flow hash may choose any one candidate from the all-path set.,153.951969,-60.622475,0.0,micro-scope-latency|single-long,False
p-latency-long-packet-short,path-scope-region,control,p-latency-long-packet-short,micro-scope-latency,single-long,PER_PACKET_SHORTEST_PATHS,HASH64,3,none,0,8388608,1,20ns,1.0,0,0,RTP,detailed,success,1,1,171.419954,171.419954,171.419954,171.419954,391.488053,"{""1"": 2048, ""2"": 0, ""3"": 0}","{""1"": 8548352, ""2"": 0, ""3"": 0}",8548352,1,0.333333,1.414214,1.0,0.0,0.0,1.0,969298,836938.794313,969298,836938.794313,2176,0,0.0,0,matched,Shortest-only route scope was checked from branch-port bytes.,0.0,0.0,0.0,micro-scope-latency|single-long,True
p-latency-long-packet-all,path-scope-region,treatment,p-latency-long-packet-short,micro-scope-latency,single-long,PER_PACKET_ALL_PATHS,HASH64,3,none,0,8388608,1,20ns,1.0,0,0,RTP,detailed,success,1,1,184.226579,184.226579,184.226579,184.226579,364.273518,"{""1"": 678, ""2"": 682, ""3"": 688}","{""1"": 2829972, ""2"": 2846668, ""3"": 2871712}",8548352,3,0.999964,0.00602,0.335938,0.335938,0.668945,0.331055,463314,313387.20244,83480,10518.877819,2176,814,374.080882,1,matched,All-path treatment was checked for actual detour use.,7.470907,-6.951562,0.66663,micro-scope-latency|single-long,False
p-latency-many-flow-short,path-scope-region,control,p-latency-many-flow-short,micro-scope-latency,many-medium,PER_FLOW_SHORTEST_PATHS,HASH64,3,none,0,262144,32,20ns,1.0,0,0,RTP,detailed,success,32,32,150.697253,150.029234,170.081794,171.419954,391.488053,"{""1"": 2048, ""2"": 0, ""3"": 0}","{""1"": 8548352, ""2"": 0, ""3"": 0}",8548352,1,0.333333,1.414214,1.0,0.0,0.0,1.0,969298,836938.794313,969298,836938.794313,2176,0,0.0,0,matched,Shortest-only route scope was checked from branch-port bytes.,0.0,0.0,0.0,micro-scope-latency|many-medium,True
p-latency-many-flow-all,path-scope-region,treatment,p-latency-many-flow-short,micro-scope-latency,many-medium,PER_FLOW_ALL_PATHS,HASH64,3,none,0,262144,32,20ns,1.0,0,0,RTP,detailed,success,32,32,397.24487,390.896108,433.988668,435.324348,154.158306,"{""1"": 0, ""2"": 2048, ""3"": 0}","{""1"": 0, ""2"": 8548352, ""3"": 0}",8548352,1,0.333333,1.414214,1.0,0.0,1.0,0.0,1014282,876964.873835,142,123.977617,2176,0,0.0,0,matched,All-path treatment was checked for actual detour use.,155.164682,-60.622475,0.0,micro-scope-latency|many-medium,False
p-latency-many-packet-short,path-scope-region,control,p-latency-many-packet-short,micro-scope-latency,many-medium,PER_PACKET_SHORTEST_PATHS,HASH64,3,none,0,262144,32,20ns,1.0,0,0,RTP,detailed,success,32,32,150.697253,150.029234,170.081794,171.419954,391.488053,"{""1"": 2048, ""2"": 0, ""3"": 0}","{""1"": 8548352, ""2"": 0, ""3"": 0}",8548352,1,0.333333,1.414214,1.0,0.0,0.0,1.0,969298,836938.794313,969298,836938.794313,2176,0,0.0,0,matched,Shortest-only route scope was checked from branch-port bytes.,0.0,0.0,0.0,micro-scope-latency|many-medium,True
p-latency-many-packet-all,path-scope-region,treatment,p-latency-many-packet-short,micro-scope-latency,many-medium,PER_PACKET_ALL_PATHS,HASH64,3,none,0,262144,32,20ns,1.0,0,0,RTP,detailed,success,32,32,177.081243,176.629899,183.391779,184.226579,364.273518,"{""1"": 678, ""2"": 682, ""3"": 688}","{""1"": 2829972, ""2"": 2846668, ""3"": 2871712}",8548352,3,0.999964,0.00602,0.335938,0.335938,0.668945,0.331055,463314,313387.20244,83480,10518.877819,2176,307,141.084559,32,matched,All-path treatment was checked for actual detour use.,7.825638,-6.951562,0.66663,micro-scope-latency|many-medium,False
