nodeId1,portId1,nodeId2,portId2,bandwidth,delay
21,24,2416,21,112Gbps,20ns
21,25,2417,21,112Gbps,20ns
22,0,2057,2,400Gbps,20ns
22,1,1379,0,400Gbps,20ns
22,2,2394,22,112Gbps,20ns
22,3,2395,22,112Gbps,20ns
22,4,2396,22,112Gbps,20ns
22,5,2397,22,112Gbps,20ns
22,6,2398,22,112Gbps,20ns
22,7,2399,22,112Gbps,20ns
22,8,2400,22,112Gbps,20ns
22,9,2401,22,112Gbps,20ns
22,10,2402,22,112Gbps,20ns
22,11,2403,22,112Gbps,20ns
22,12,2404,22,112Gbps,20ns
22,13,2405,22,112Gbps,20ns
22,14,2406,22,112Gbps,20ns
22,15,2407,22,112Gbps,20ns
22,16,2408,22,112Gbps,20ns
22,17,2409,22,112Gbps,20ns
22,18,2410,22,112Gbps,20ns
22,19,2411,22,112Gbps,20ns
22,20,2412,22,112Gbps,20ns
22,21,2413,22,112Gbps,20ns
22,22,2414,22,112Gbps,20ns
22,23,2415,22,112Gbps,20ns
22,24,2416,22,112Gbps,20ns
22,25,2417,22,112Gbps,20ns
23,0,2057,3,400Gbps,20ns
23,1,1379,1,400Gbps,20ns
23,2,2394,23,112Gbps,20ns
23,3,2395,23,112Gbps,20ns
23,4,2396,23,112Gbps,20ns
23,5,2397,23,112Gbps,20ns
23,6,2398,23,112Gbps,20ns
23,7,2399,23,112Gbps,20ns
23,8,2400,23,112Gbps,20ns
23,9,2401,23,112Gbps,20ns
23,10,2402,23,112Gbps,20ns
23,11,2403,23,112Gbps,20ns
23,12,2404,23,112Gbps,20ns
23,13,2405,23,112Gbps,20ns
23,14,2406,23,112Gbps,20ns
23,15,2407,23,112Gbps,20ns
23,16,2408,23,112Gbps,20ns
23,17,2409,23,112Gbps,20ns
23,18,2410,23,112Gbps,20ns
23,19,2411,23,112Gbps,20ns
23,20,2412,23,112Gbps,20ns
23,21,2413,23,112Gbps,20ns
23,22,2414,23,112Gbps,20ns
23,23,2415,23,112Gbps,20ns
23,24,2416,23,112Gbps,20ns
23,25,2417,23,112Gbps,20ns
24,0,2058,0,400Gbps,20ns
24,1,1380,0,400Gbps,20ns
24,2,2394,24,112Gbps,20ns
24,3,2395,24,112Gbps,20ns
24,4,2396,24,112Gbps,20ns
24,5,2397,24,112Gbps,20ns
24,6,2398,24,112Gbps,20ns
24,7,2399,24,112Gbps,20ns
24,8,2400,24,112Gbps,20ns
24,9,2401,24,112Gbps,20ns
24,10,2402,24,112Gbps,20ns
24,11,2403,24,112Gbps,20ns
24,12,2404,24,112Gbps,20ns
24,13,2405,24,112Gbps,20ns
24,14,2406,24,112Gbps,20ns
24,15,2407,24,112Gbps,20ns
24,16,2408,24,112Gbps,20ns
24,17,2409,24,112Gbps,20ns
24,18,2410,24,112Gbps,20ns
24,19,2411,24,112Gbps,20ns
24,20,2412,24,112Gbps,20ns
24,21,2413,24,112Gbps,20ns
24,22,2414,24,112Gbps,20ns
24,23,2415,24,112Gbps,20ns
24,24,2416,24,112Gbps,20ns
24,25,2417,24,112Gbps,20ns
25,0,2058,1,400Gbps,20ns
25,1,1380,1,400Gbps,20ns
25,2,2394,25,112Gbps,20ns
25,3,2395,25,112Gbps,20ns
25,4,2396,25,112Gbps,20ns
25,5,2397,25,112Gbps,20ns
25,6,2398,25,112Gbps,20ns
25,7,2399,25,112Gbps,20ns
25,8,2400,25,112Gbps,20ns
25,9,2401,25,112Gbps,20ns
25,10,2402,25,112Gbps,20ns
25,11,2403,25,112Gbps,20ns
25,12,2404,25,112Gbps,20ns
25,13,2405,25,112Gbps,20ns
25,14,2406,25,112Gbps,20ns
25,15,2407,25,112Gbps,20ns
25,16,2408,25,112Gbps,20ns
25,17,2409,25,112Gbps,20ns
25,18,2410,25,112Gbps,20ns
25,19,2411,25,112Gbps,20ns
25,20,2412,25,112Gbps,20ns
25,21,2413,25,112Gbps,20ns
25,22,2414,25,112Gbps,20ns
25,23,2415,25,112Gbps,20ns
25,24,2416,25,112Gbps,20ns
25,25,2417,25,112Gbps,20ns
26,0,2058,2,400Gbps,20ns
26,1,1381,0,400Gbps,20ns
26,2,2394,26,112Gbps,20ns
26,3,2395,26,112Gbps,20ns
26,4,2396,26,112Gbps,20ns
26,5,2397,26,112Gbps,20ns
26,6,2398,26,112Gbps,20ns
26,7,2399,26,112Gbps,20ns
26,8,2400,26,112Gbps,20ns
26,9,2401,26,112Gbps,20ns
26,10,2402,26,112Gbps,20ns
26,11,2403,26,112Gbps,20ns
26,12,2404,26,112Gbps,20ns
26,13,2405,26,112Gbps,20ns
26,14,2406,26,112Gbps,20ns
26,15,2407,26,112Gbps,20ns
26,16,2408,26,112Gbps,20ns
26,17,2409,26,112Gbps,20ns
26,18,2410,26,112Gbps,20ns
26,19,2411,26,112Gbps,20ns
26,20,2412,26,112Gbps,20ns
26,21,2413,26,112Gbps,20ns
26,22,2414,26,112Gbps,20ns
26,23,2415,26,112Gbps,20ns
26,24,2416,26,112Gbps,20ns
26,25,2417,26,112Gbps,20ns
27,0,2058,3,400Gbps,20ns
27,1,1381,1,400Gbps,20ns
27,2,2394,27,112Gbps,20ns
27,3,2395,27,112Gbps,20ns
27,4,2396,27,112Gbps,20ns
27,5,2397,27,112Gbps,20ns
27,6,2398,27,112Gbps,20ns
27,7,2399,27,112Gbps,20ns
27,8,2400,27,112Gbps,20ns
27,9,2401,27,112Gbps,20ns
27,10,2402,27,112Gbps,20ns
27,11,2403,27,112Gbps,20ns
27,12,2404,27,112Gbps,20ns
27,13,2405,27,112Gbps,20ns
27,14,2406,27,112Gbps,20ns
27,15,2407,27,112Gbps,20ns
27,16,2408,27,112Gbps,20ns
27,17,2409,27,112Gbps,20ns
27,18,2410,27,112Gbps,20ns
27,19,2411,27,112Gbps,20ns
27,20,2412,27,112Gbps,20ns
27,21,2413,27,112Gbps,20ns
27,22,2414,27,112Gbps,20ns
27,23,2415,27,112Gbps,20ns
27,24,2416,27,112Gbps,20ns
27,25,2417,27,112Gbps,20ns
28,0,2059,0,400Gbps,20ns
